tempo,swing,density,dynamic_range,energy,mean_note_length,std_note_length,velocity_mean,velocity_std,pitch_mean,pitch_range,avg_polyphony,syncopation,onset_entropy,instrument_count,mood,timing_feel,rhythmic_density,dynamic_intensity,fill_activity,fx_character,timestamp
140.0001,0.1387,12.1002,0.0000,4.6933,0.1763,0.3067,99.0000,0.0000,57.0723,38,1.6566,0.0040,1.4177,3,chill,1,3,0,6,0,2025-07-02T21:31:52.332796
131.0015,0.0112,22.9848,107.0000,8.6773,0.4031,0.4669,78.1323,16.8826,56.3034,60,8.9074,0.0090,0.7703,12,chill,0,3,0,6,0,2025-07-02T21:31:52.536001
135.0001,0.2286,8.6456,10.0000,3.5577,0.3945,0.2449,44.1870,3.3138,73.1382,55,3.2642,0.0334,1.1011,1,chill,2,2,0,6,0,2025-07-02T21:31:52.566877
69.0000,0.0226,24.6901,98.0000,8.5858,0.3648,0.5485,59.7598,23.1833,49.5102,57,7.6106,0.0051,0.7553,15,chill,0,3,0,6,0,2025-07-02T21:31:52.788864
135.0001,0.1233,13.5495,77.0000,6.3407,0.6036,0.7179,92.2873,11.3392,54.7848,55,7.0038,0.0252,0.6407,3,chill,2,3,0,6,0,2025-07-02T21:31:52.912012
61.9005,0.0194,33.6276,101.0000,10.9708,0.2717,0.4920,84.8135,19.0211,58.9134,62,9.7391,0.0061,0.1622,12,chill,0,3,0,6,0,2025-07-02T21:31:53.285571
80.7700,0.0482,16.3007,104.0000,7.4672,0.4822,0.4282,83.9656,23.7363,58.1912,63,10.7761,0.0145,0.7165,8,chill,1,3,0,6,0,2025-07-02T21:31:53.451140
138.0008,0.0186,58.8857,117.0000,15.9350,0.0697,0.0727,71.5165,26.9618,50.6021,55,5.4285,0.0015,0.4370,16,chill,0,3,0,6,0,2025-07-02T21:31:53.834809
134.2300,0.0803,15.4080,126.0000,7.1992,0.4077,1.0133,91.4648,22.6146,44.1345,72,5.1395,0.0101,0.5907,9,chill,1,3,0,6,0,2025-07-02T21:31:54.083778
120.0000,0.0005,15.1274,92.0000,7.0352,0.3948,1.8005,108.5220,18.2616,55.3090,60,6.6586,0.0144,0.7314,9,chill,1,3,0,6,0,2025-07-02T21:31:54.359187
144.0002,0.1690,2.2766,0.0000,2.1190,0.2353,0.1526,64.0000,0.0000,80.5452,32,0.5030,0.8147,0.4253,1,chill,2,1,0,6,0,2025-07-02T21:31:54.400792
70.0001,0.0724,5.9155,63.0000,4.3764,0.5683,0.7497,107.0187,19.5379,60.3247,55,2.4261,0.0493,0.1540,1,chill,1,2,0,6,0,2025-07-02T21:31:54.491299
165.0002,0.0167,18.6627,114.0000,7.7438,0.2751,0.4932,93.5173,29.0696,47.3056,46,5.0773,0.0097,0.6892,6,chill,0,3,0,6,0,2025-07-02T21:31:54.691618
116.0001,0.1531,25.0940,126.0000,9.2166,0.1915,0.3180,85.6421,30.5229,51.9712,85,5.9715,0.0080,0.6235,14,chill,1,3,0,6,0,2025-07-02T21:31:54.895459
93.0002,0.0518,23.0113,99.0000,8.7169,0.3342,0.3947,86.2516,26.2837,58.3528,49,9.3674,0.0091,0.5257,9,chill,1,3,0,6,0,2025-07-02T21:31:55.141570
148.0001,0.0000,5.0130,0.0000,3.1326,0.1503,0.0507,100.0000,0.0000,70.4688,8,0.5000,0.0000,1.0086,1,chill,0,2,0,1,0,2025-07-02T21:31:55.170521
125.0000,0.0074,4.6875,0.0000,3.3968,0.2133,0.1099,127.0000,0.0000,70.2222,12,0.5000,0.0124,1.5717,1,chill,1,1,0,2,0,2025-07-02T21:31:55.205077
120.0000,0.0686,12.7915,80.0000,6.1814,0.5152,0.6356,94.0586,17.4317,50.9058,46,6.2445,0.0266,0.5045,9,chill,1,3,0,6,0,2025-07-02T21:31:55.387297
135.0014,0.1607,18.3079,110.0000,7.4739,0.2306,0.2456,79.6711,24.3583,58.7891,64,5.3974,0.0079,0.7047,6,chill,1,3,0,6,0,2025-07-02T21:31:55.551240
101.0016,0.0120,37.3722,107.0000,11.6259,0.1526,0.4078,86.0230,20.4866,56.0846,77,7.0464,0.0028,0.8416,11,chill,0,3,0,6,0,2025-07-02T21:31:56.085913
100.0000,0.0550,2.5571,60.0000,3.3135,0.3252,0.3023,92.8552,16.7728,73.3756,24,0.5905,0.0880,1.4516,1,chill,1,1,0,4,0,2025-07-02T21:31:56.151128
53.3820,0.0589,2.9063,52.0000,2.9376,1.0865,1.2988,47.0995,7.0549,65.2279,58,3.2657,0.2112,0.2034,1,chill,1,1,0,6,0,2025-07-02T21:31:56.203014
53.3820,0.0589,2.9063,52.0000,2.9376,1.0865,1.2988,47.0995,7.0549,65.2279,58,3.2657,0.2112,0.2034,1,chill,1,1,0,6,0,2025-07-02T21:31:56.255327
140.0001,0.0896,20.2013,119.0000,8.3975,0.4614,0.9009,87.5135,40.0559,51.3918,51,9.2881,0.0249,0.1046,12,chill,1,3,0,6,0,2025-07-02T21:31:56.356645
137.9999,0.0038,33.5585,0.0000,9.0365,0.2347,0.1110,64.0000,0.0000,55.6804,50,5.2940,0.0031,0.7758,5,chill,0,3,0,6,0,2025-07-02T21:31:56.430465
100.0000,0.0587,37.1137,97.0000,11.3542,0.1546,0.5768,92.1889,23.5529,58.8685,86,5.0196,0.0034,0.4835,11,chill,1,3,0,6,0,2025-07-02T21:31:56.824151
130.0001,0.0418,9.7969,48.0000,4.7540,0.2307,0.2986,92.2525,9.4166,48.3424,49,1.7201,0.0212,1.2330,3,chill,1,2,0,6,0,2025-07-02T21:31:56.952396
119.9827,0.1524,9.4536,87.0000,5.0845,0.4940,0.6585,66.2002,14.7503,53.9785,55,4.4236,0.0168,0.7848,6,chill,1,2,0,6,0,2025-07-02T21:31:57.053249
83.1587,0.1420,6.3132,88.0000,4.3263,0.6809,0.7656,57.4112,12.8768,66.2810,70,4.3291,0.0744,0.6214,1,chill,2,2,0,6,0,2025-07-02T21:31:57.135704
92.0014,0.0530,23.9927,126.0000,9.4315,0.3378,0.6101,108.7615,22.1048,55.3379,65,7.9460,0.0185,0.0241,7,chill,1,3,0,6,0,2025-07-02T21:31:57.362490
115.0000,0.2483,4.9414,62.0000,4.2741,0.3930,0.6471,120.5939,14.3607,44.0727,59,1.7727,0.0295,1.7343,4,chill,2,1,0,6,0,2025-07-02T21:31:57.433694
130.0001,0.0471,12.0328,0.0000,4.6681,0.1146,0.0498,100.0000,0.0000,48.9180,41,1.3682,0.0113,1.2492,3,chill,1,3,0,6,0,2025-07-02T21:31:57.483970
140.0001,0.0665,21.9623,69.0000,8.2383,0.3410,0.3486,108.5567,12.9788,54.4934,103,7.5565,0.0092,0.4029,18,chill,1,3,0,6,0,2025-07-02T21:31:57.596707
170.0001,0.0565,32.3524,97.0000,10.9749,0.2908,0.8731,108.4401,9.8356,54.5680,67,10.1237,0.0060,0.0618,12,chill,1,3,0,6,0,2025-07-02T21:31:57.820089
109.9999,0.0793,9.9777,19.0000,5.3543,0.4742,0.5447,122.2377,4.6236,57.6066,67,8.7131,0.0028,1.6496,7,chill,1,2,0,6,0,2025-07-02T21:31:57.863837
165.0002,0.0583,20.2370,61.0000,7.0153,0.1386,0.1315,74.9242,9.1455,58.1353,49,3.2955,0.0063,0.8883,6,chill,1,3,0,6,0,2025-07-02T21:31:57.958216
118.3098,0.0259,3.3500,26.0000,2.9278,0.6022,0.3841,75.6832,6.1335,72.5093,31,1.8043,0.0701,1.3432,1,chill,1,1,0,6,0,2025-07-02T21:31:58.002598
170.0006,0.2569,17.9275,95.0000,7.2032,0.4328,0.6560,62.8034,16.6682,59.2979,65,7.9792,0.0112,0.8560,10,chill,1,3,0,6,0,2025-07-02T21:31:58.071403
71.9530,0.0646,6.0303,63.0000,3.7058,0.3942,0.9879,55.9447,11.0420,59.5517,67,1.6091,0.0441,0.0636,2,chill,1,2,0,6,0,2025-07-02T21:31:58.153487
121.6425,0.1918,9.8502,77.0000,4.9846,0.2820,0.3416,77.4422,14.8253,54.3559,53,2.0593,0.0143,0.7385,1,chill,1,2,0,6,0,2025-07-02T21:31:58.215710
92.9800,0.0536,7.3919,31.0000,3.7076,0.4350,0.7564,61.4125,7.3651,64.8993,66,2.3875,0.0228,1.1773,2,chill,1,2,0,6,0,2025-07-02T21:31:58.296021
120.0000,0.0841,2.9277,0.0000,2.8478,0.3957,0.3316,110.0000,0.0000,48.9438,46,0.8371,0.0689,1.4494,2,chill,1,1,0,6,0,2025-07-02T21:31:58.339849
118.7376,0.0098,9.2376,27.0000,4.0741,0.2243,0.1974,66.5645,7.3132,56.7073,36,2.0122,0.0113,1.3353,1,chill,1,2,0,6,0,2025-07-02T21:31:58.397232
80.0000,0.0682,8.0381,103.0000,5.5043,0.6052,1.0078,106.6739,15.0654,50.3275,58,4.5584,0.0364,0.9157,28,chill,1,2,0,6,0,2025-07-02T21:31:58.531474
120.0000,0.9738,4.8242,0.0000,3.4781,0.1598,0.0560,127.0000,0.0000,67.8777,43,1.1502,2.2830,0.0696,1,chill,2,1,0,6,0,2025-07-02T21:31:58.608202
96.0000,0.7072,13.2014,31.0000,5.5227,0.3338,0.1497,110.6721,15.4779,73.8233,50,2.3472,0.0176,0.5963,3,chill,1,3,0,6,0,2025-07-02T21:31:58.682234
95.0013,0.0206,9.7399,66.0000,4.9662,0.1329,0.0987,96.2390,29.7462,65.3563,68,1.0163,0.0058,0.6981,3,chill,0,2,0,6,0,2025-07-02T21:31:58.771218
140.0001,0.0070,11.2769,14.0000,4.5247,0.1169,0.0510,88.4577,5.3261,61.6301,41,1.0690,0.0049,1.0582,4,chill,0,3,0,6,0,2025-07-02T21:31:58.844057
120.0000,0.0256,1.9524,0.0000,2.2479,0.4639,0.3889,80.0000,0.0000,70.2561,15,0.5000,0.1652,0.8801,1,chill,1,0,0,3,0,2025-07-02T21:31:58.893501
135.0001,0.0313,9.5314,0.0000,3.7294,0.2690,0.1957,64.0000,0.0000,61.4230,57,1.6902,0.0164,1.1267,1,chill,1,2,0,6,0,2025-07-02T21:31:59.041412
96.0000,0.0239,22.1385,92.0000,8.4619,0.4619,0.7471,82.9181,16.5669,52.9457,75,10.0872,0.0072,0.6761,10,chill,0,3,0,6,0,2025-07-02T21:31:59.225916
84.5418,0.0058,5.1410,68.0000,3.8908,0.4706,0.4494,79.8007,9.8189,60.2199,38,1.7648,0.0545,0.7663,1,chill,1,2,0,6,0,2025-07-02T21:31:59.311184
123.0612,0.2443,24.4589,116.0000,8.7231,0.1602,0.1867,80.8000,21.8134,66.7775,64,3.8486,0.0111,0.4098,7,chill,1,3,0,6,0,2025-07-02T21:31:59.627731
64.6473,0.0143,29.6064,106.0000,9.9058,0.2506,0.2979,79.5193,21.9543,69.3934,63,6.9663,0.0040,0.3164,10,chill,0,3,0,6,0,2025-07-02T21:31:59.840583
64.6473,0.0143,29.6064,106.0000,9.9058,0.2506,0.2979,79.5193,21.9543,69.3934,63,6.9663,0.0040,0.3164,10,chill,0,3,0,6,0,2025-07-02T21:32:00.069371
180.0002,0.1550,7.2395,0.0000,3.2939,0.4348,0.2665,64.0000,0.0000,60.5267,52,2.2165,0.0272,1.5429,2,chill,2,2,0,6,0,2025-07-02T21:32:00.124430
95.3031,0.1121,5.0325,0.0000,3.3948,0.5551,0.4170,110.0000,0.0000,64.5032,45,2.1645,0.0468,1.2328,2,chill,2,2,0,6,0,2025-07-02T21:32:00.162257
118.5284,0.0231,4.2665,28.0000,3.0071,0.5624,0.1720,67.3537,5.1397,70.2087,44,1.3702,0.0655,0.8271,1,chill,1,1,0,6,0,2025-07-02T21:32:00.202854
189.1000,0.1180,38.5723,116.0000,11.8005,0.1244,0.1232,86.1311,23.8875,53.3732,43,4.6660,0.0031,0.4273,6,chill,1,3,0,6,0,2025-07-02T21:32:00.423082
165.9999,0.2444,29.0674,105.0000,9.9952,0.2722,0.4080,91.0175,23.3783,58.0936,74,7.8692,0.0033,0.8953,11,chill,1,3,0,6,0,2025-07-02T21:32:00.595812
88.0000,0.0019,2.5977,88.0000,4.0743,0.8898,0.8227,115.7557,23.0923,68.8382,58,1.9376,0.1666,1.1823,1,chill,1,1,0,6,0,2025-07-02T21:32:00.654301
151.0001,0.0040,14.8618,0.0000,5.7527,0.3174,0.4091,127.0000,0.0000,44.2472,67,3.3634,0.0277,0.0448,8,chill,1,3,0,6,0,2025-07-02T21:32:00.772224
90.3700,0.4910,15.3271,27.0000,6.2474,0.4657,0.4635,114.9214,13.4250,46.7192,47,5.8006,0.0067,0.6926,4,chill,1,3,0,6,0,2025-07-02T21:32:00.965431
91.1673,0.0164,14.7746,106.0000,7.2306,0.8844,1.2024,67.7632,20.7997,58.7225,69,13.9213,0.0142,0.4735,17,chill,1,3,0,6,0,2025-07-02T21:32:01.131795
150.0000,0.0283,18.5119,0.0000,6.5564,0.2720,0.3412,127.0000,0.0000,49.2016,55,3.8804,0.0076,0.7972,6,chill,0,3,0,6,0,2025-07-02T21:32:01.300390
115.0020,0.0097,18.9393,65.0000,7.4217,0.3111,0.4546,109.0027,18.1981,48.6396,58,5.8378,0.0055,1.0433,9,chill,0,3,0,6,0,2025-07-02T21:32:01.563581
129.0106,0.0406,20.8993,107.0000,8.5256,0.4394,0.8582,94.7669,25.1102,59.2113,102,9.8798,0.0154,0.0830,22,chill,1,3,0,6,0,2025-07-02T21:32:01.758197
159.0002,1.0000,25.8423,121.0000,9.1175,0.1934,0.1598,75.5775,28.2381,65.9959,52,5.1463,0.0081,0.5689,2,chill,1,3,0,6,0,2025-07-02T21:32:01.914808
79.0000,0.0721,10.9636,124.0000,6.3339,0.6135,0.7153,82.5576,34.5609,59.0124,53,7.5729,0.0251,0.9084,8,chill,1,3,0,6,0,2025-07-02T21:32:02.107903
90.0000,0.0266,14.8465,126.0000,7.2126,0.6146,0.8553,72.0690,27.8353,56.1214,74,9.6857,0.0087,0.9176,9,chill,0,3,0,6,0,2025-07-02T21:32:02.296110
135.5359,0.1136,16.9539,103.0000,6.7125,0.1692,0.2197,66.3978,13.0152,67.8262,74,2.6240,0.0078,0.0955,2,chill,1,3,0,6,0,2025-07-02T21:32:02.426724
117.9999,0.0129,17.4759,47.0000,7.0995,0.4173,0.6461,123.1832,10.0182,48.3774,57,6.3421,0.0134,0.4199,15,chill,1,3,0,6,0,2025-07-02T21:32:02.643150
120.0000,0.1329,8.5921,0.0000,3.6114,0.4706,0.2465,64.0000,0.0000,62.2404,55,2.6501,0.0232,1.3359,1,chill,2,2,0,6,0,2025-07-02T21:32:02.707710
144.0002,0.0031,9.0333,0.0000,3.6510,0.3346,0.2539,64.0000,0.0000,68.5879,47,2.0043,0.0337,0.3705,1,chill,1,2,0,6,0,2025-07-02T21:32:02.774298
73.0000,0.0200,3.1863,59.0000,3.3996,0.8774,0.7786,80.9068,12.9570,69.3773,55,2.0023,0.1161,1.1445,2,chill,1,1,0,6,0,2025-07-02T21:32:02.868933
75.7500,0.0123,3.2564,0.0000,2.6331,0.8358,0.7537,80.0000,0.0000,69.5059,55,1.8924,0.1078,1.1528,2,chill,1,1,0,6,0,2025-07-02T21:32:02.922000
170.0001,0.0672,5.8380,8.0000,3.0866,0.2480,0.1262,71.4521,2.0207,53.1174,29,0.8659,0.0178,1.2757,1,chill,1,2,0,5,0,2025-07-02T21:32:02.980503
98.6289,0.0155,6.6550,17.0000,3.3844,0.1435,0.0090,73.7500,4.5552,68.6875,46,0.6562,0.0000,1.3324,1,chill,0,2,0,6,0,2025-07-02T21:32:03.040495
96.0000,0.1379,6.2036,57.0000,4.0757,0.5839,0.4889,83.0434,10.5090,65.4549,60,2.5668,0.0566,1.1834,1,chill,2,2,0,6,0,2025-07-02T21:32:03.109757
138.2444,0.0260,7.0807,36.0000,3.9572,0.2977,0.2224,83.7123,8.7822,56.7808,28,2.0890,0.0174,0.9371,1,chill,1,2,0,5,0,2025-07-02T21:32:03.157192
96.0000,0.1199,4.6859,46.0000,3.8316,0.6733,0.5992,103.3241,16.2026,65.1730,48,2.1382,0.1045,1.0993,2,chill,2,1,0,6,0,2025-07-02T21:32:03.215438
77.1999,0.1497,4.6117,63.0000,3.8470,1.0511,0.9714,78.9347,20.6967,52.8421,35,3.5116,0.0999,0.8662,6,chill,2,1,0,6,0,2025-07-02T21:32:03.287047
77.1603,0.0565,4.1381,90.0000,3.7499,0.6933,0.7169,58.1822,11.7227,64.1831,55,2.3875,0.0930,0.3040,1,chill,1,1,0,6,0,2025-07-02T21:32:03.379146
150.0000,0.3461,4.8438,0.0000,3.1562,0.2129,0.0793,100.0000,0.0000,63.1613,21,1.2258,0.0702,1.7661,1,chill,2,1,0,4,0,2025-07-02T21:32:03.424521
128.0000,0.2353,3.7285,0.0000,2.9341,0.5357,0.5633,100.0000,0.0000,56.0357,33,1.3571,0.0313,1.6807,1,chill,2,1,0,6,0,2025-07-02T21:32:03.480604
71.0000,0.0613,21.0980,92.0000,8.3771,0.3388,0.5622,104.2263,20.0056,55.7035,65,8.4894,0.0107,0.4798,12,chill,1,3,0,6,0,2025-07-02T21:32:03.668513
120.0000,0.2144,16.2177,27.0000,6.1160,0.3150,0.5209,100.0340,0.9572,47.5176,51,4.1483,0.0200,0.1355,9,chill,1,3,0,6,0,2025-07-02T21:32:03.884961
158.0028,0.0226,32.7780,102.0000,10.5200,0.2160,0.5579,72.9238,20.5265,48.5490,64,8.0131,0.0025,0.8825,12,chill,0,3,0,6,0,2025-07-02T21:32:04.113269
84.0000,0.0042,34.9485,95.0000,11.2998,0.2990,0.4825,85.0055,23.9032,60.4625,64,11.3198,0.0040,0.6238,9,chill,0,3,0,6,0,2025-07-02T21:32:04.251680
127.9683,0.0083,11.8432,72.0000,5.7437,0.6467,0.6597,74.0318,14.1833,60.4601,65,7.5962,0.0149,0.8189,19,chill,1,3,0,6,0,2025-07-02T21:32:04.514908
126.0001,0.0031,10.0814,0.0000,4.0231,0.2210,0.1228,80.0000,0.0000,64.0231,41,1.4692,0.0128,1.2015,2,chill,1,3,0,6,0,2025-07-02T21:32:04.570355
50.0000,0.1129,3.6331,36.0000,3.2140,1.0108,0.5219,80.6447,5.3123,61.0362,41,2.2617,0.1671,1.2874,1,chill,2,1,0,6,0,2025-07-02T21:32:04.632070
125.0000,0.0110,20.4391,80.0000,7.1932,0.1316,0.0886,69.9582,12.9446,53.1545,55,2.7008,0.0061,0.9222,9,chill,0,3,0,6,0,2025-07-02T21:32:04.855327
64.3135,0.9890,13.3365,0.0000,5.2691,0.2371,0.1487,120.0000,0.0000,64.0428,67,2.3892,0.0104,0.7220,4,chill,1,3,0,6,0,2025-07-02T21:32:04.966982
112.0009,0.2413,17.4507,91.0000,7.5437,0.5524,0.7598,80.1284,12.6821,60.9201,72,11.4093,0.0098,0.7169,9,chill,1,3,0,6,0,2025-07-02T21:32:05.043951
150.4320,0.0488,6.7810,62.0000,4.2699,0.1924,0.1742,90.8234,10.3818,64.1190,67,1.5019,0.0099,0.8229,2,chill,1,2,0,6,0,2025-07-02T21:32:05.123914
136.0001,0.6416,2.4438,0.0000,2.5015,0.6138,1.3551,92.0000,0.0000,57.5507,43,0.5435,0.8977,0.5116,1,chill,2,1,0,6,0,2025-07-02T21:32:05.163675
115.0000,0.0027,35.0679,96.0000,11.6004,0.2885,0.6612,107.3861,19.2075,58.5334,69,11.1661,0.0042,0.0244,10,chill,0,3,0,6,0,2025-07-02T21:32:05.541085
73.6154,0.1904,12.3770,98.0000,6.2615,0.6918,0.4311,86.0913,12.4401,58.7078,58,6.6446,0.0435,0.6697,10,chill,2,3,0,6,0,2025-07-02T21:32:05.607987
140.0001,1.0000,1.9444,0.0000,2.5205,1.0241,0.7348,99.0000,0.0000,66.0000,29,1.0000,0.3248,1.7326,1,chill,2,0,0,5,0,2025-07-02T21:32:05.645270
162.0046,0.0207,28.4157,68.0000,9.2794,0.2444,0.2885,88.2845,15.0267,55.0890,46,7.0218,0.0041,0.7078,10,chill,0,3,0,6,0,2025-07-02T21:32:05.878485
100.0000,0.0067,22.2669,112.0000,8.3305,0.2503,0.6578,69.8315,27.5187,60.0947,72,6.9448,0.0067,0.7772,15,chill,0,3,0,6,0,2025-07-02T21:32:06.097612
82.2299,0.1527,0.9936,0.0000,2.4659,0.4279,0.1564,100.0000,0.0000,54.6724,39,2.6199,0.0472,0.7722,5,chill,2,0,0,6,0,2025-07-02T21:32:06.149098
116.0000,0.0142,33.4633,123.0000,10.9875,0.1618,0.2650,82.5355,25.1051,61.1961,62,7.2171,0.0056,0.6136,15,chill,0,3,0,6,0,2025-07-02T21:32:06.454071
157.8149,0.0779,9.5650,52.0000,4.5643,0.2956,0.1861,69.8668,10.9112,53.4752,72,2.7350,0.0111,0.9516,2,chill,1,2,0,6,0,2025-07-02T21:32:06.508985
160.0000,0.1009,24.5691,62.0000,8.3701,0.1690,0.0405,110.3521,23.4595,49.5051,67,3.3199,0.0252,0.0737,4,chill,2,3,0,6,0,2025-07-02T21:32:06.635606
180.0002,0.0710,54.9749,27.0000,14.5190,0.1575,0.2188,114.3067,7.4129,50.9943,52,5.8575,0.0025,0.4103,5,chill,1,3,0,6,0,2025-07-02T21:32:06.977526
180.0002,0.0710,54.9749,27.0000,14.5190,0.1575,0.2188,114.3067,7.4129,50.9943,52,5.8575,0.0025,0.4103,5,chill,1,3,0,6,0,2025-07-02T21:32:07.262009
74.4376,1.0000,5.7065,33.0000,3.5633,0.6975,0.3869,76.3245,5.0257,54.4423,27,2.3654,0.0816,1.2769,2,chill,2,2,0,5,0,2025-07-02T21:32:07.313586
47.0002,0.0737,8.7732,85.0000,5.4759,1.0644,1.2611,87.4720,19.8806,58.7746,60,8.0875,0.0302,0.7271,10,chill,1,2,0,6,0,2025-07-02T21:32:07.400316
85.0000,0.0340,14.8859,64.0000,6.3621,0.3827,0.5982,95.3957,16.1280,61.6288,49,5.4274,0.0205,0.8379,8,chill,1,3,0,6,0,2025-07-02T21:32:07.530113
83.0001,0.0065,20.3297,116.0000,8.0941,0.3892,0.3829,70.0467,29.0741,56.8907,60,8.3437,0.0050,0.8667,8,chill,0,3,0,6,0,2025-07-02T21:32:07.706784
132.0016,0.0001,8.2283,80.0000,4.8176,0.1284,0.1820,89.3315,12.4331,62.1581,60,1.8935,0.0359,1.1627,1,chill,1,2,0,6,0,2025-07-02T21:32:07.786832
130.0001,0.0102,30.8349,101.0000,10.4740,0.2803,0.5245,89.9434,21.9818,55.3802,69,10.0209,0.0036,0.6756,15,chill,0,3,0,6,0,2025-07-02T21:32:08.076796
126.0001,0.4409,13.9341,60.0000,6.0507,0.4647,0.5091,99.7651,12.3421,62.7216,39,4.0115,0.0265,0.6243,5,chill,2,3,0,6,0,2025-07-02T21:32:08.143548
135.0001,0.0008,16.9124,126.0000,7.2569,0.2906,1.5442,69.2363,32.0903,64.5355,67,5.3512,0.0031,0.7801,6,chill,0,3,0,6,0,2025-07-02T21:32:08.281899
117.5201,0.6610,2.8892,20.0000,2.5813,0.7305,0.5624,64.8705,5.1423,60.2446,39,1.3129,0.2534,1.2024,1,chill,2,1,0,6,0,2025-07-02T21:32:08.323610
88.3334,0.1421,3.4040,21.0000,2.6606,0.4799,0.5876,62.8100,5.8766,58.2700,48,1.1200,0.1165,1.2596,1,chill,2,1,0,6,0,2025-07-02T21:32:08.364801
140.0001,0.2222,0.8749,0.0000,2.3502,3.4241,0.0000,100.0000,0.0000,60.8333,40,1.5000,2.4888,1.5329,1,chill,2,0,0,6,0,2025-07-02T21:32:08.400077
153.6668,0.0414,34.9295,52.0000,10.6343,0.1881,0.3997,96.9955,13.1790,56.5984,62,8.1880,0.0075,0.0164,12,chill,1,3,0,6,0,2025-07-02T21:32:08.839146
92.0006,0.0584,11.2699,85.0000,6.1736,0.5656,0.6970,103.9452,16.8204,60.2193,51,7.7675,0.0291,0.6786,6,chill,1,3,0,6,0,2025-07-02T21:32:08.899302
121.3006,0.0965,19.0869,119.0000,7.7730,0.3755,0.4260,76.7777,19.4813,55.1447,62,6.0876,0.0113,0.5190,16,chill,1,3,0,6,0,2025-07-02T21:32:09.051202
77.0001,0.0026,15.8938,120.0000,7.9280,0.6171,1.0714,107.8472,19.5926,56.3236,70,11.3382,0.0202,0.4759,17,chill,1,3,0,6,0,2025-07-02T21:32:09.432011
69.4929,0.1153,6.5896,99.0000,4.4689,0.3833,0.5522,63.7622,16.5005,62.1032,67,2.6662,0.0718,0.2367,10,chill,2,2,0,6,0,2025-07-02T21:32:09.770466
100.0000,0.1261,2.9603,0.0000,2.7925,0.6875,0.2146,100.0000,0.0000,43.6667,20,1.5877,0.1261,1.4069,1,chill,2,1,0,4,0,2025-07-02T21:32:09.810832
75.0000,0.0585,18.2619,87.0000,7.4715,0.4666,0.7882,92.5966,33.1550,55.7606,53,7.1827,0.0134,0.0821,11,chill,1,3,0,6,0,2025-07-02T21:32:10.030698
114.0013,0.0269,32.3075,118.0000,10.6684,0.2591,0.5111,73.8958,13.9509,56.3006,51,8.3605,0.0041,0.1228,9,chill,0,3,0,6,0,2025-07-02T21:32:10.388146
93.0002,0.0946,24.3407,91.0000,8.6211,0.3687,0.8248,62.2633,16.4133,57.9333,48,9.6751,0.0132,0.2562,7,chill,1,3,0,6,0,2025-07-02T21:32:10.556907
85.0000,0.0616,35.1265,122.0000,11.6200,0.3720,0.5969,72.2848,20.1899,58.1449,60,12.4436,0.0046,0.7955,9,chill,1,3,0,6,0,2025-07-02T21:32:10.909928
128.1690,0.1720,17.6023,91.0000,6.9482,0.1126,0.2098,83.4629,19.5206,52.0063,45,3.1815,0.0133,0.2126,6,chill,1,3,0,6,0,2025-07-02T21:32:11.062404
127.0003,0.0100,21.5705,91.0000,8.2154,0.3254,0.8013,85.9376,15.3689,58.8706,55,8.2129,0.0066,0.9734,9,chill,0,3,0,6,0,2025-07-02T21:32:11.359721
122.0008,0.0496,24.3444,126.0000,8.9251,0.0828,0.1649,96.1618,19.6700,43.4401,49,2.7143,0.0045,0.9629,7,chill,1,3,0,6,0,2025-07-02T21:32:11.575830
